Date,Cases - Total,Deaths - Total,Hospitalizations - Total,Cases - Age 0-17,Cases - Age 18-29,Cases - Age 30-39,Cases - Age 40-49,Cases - Age 50-59,Cases - Age 60-69,Cases - Age 70-79,Cases -  Age 80+,Cases - Age Unknown,Cases - Female,Cases - Male,Cases - Unknown Gender,Cases - Latinx,Cases - Asian Non-Latinx,Cases - Black Non-Latinx,Cases - White Non-Latinx,Cases - Other Race Non-Latinx,Cases - Unknown Race/Ethnicity,Deaths - Age 0-17,Deaths - Age 18-29,Deaths - Age 30-39,Deaths - Age 40-49,Deaths - Age 50-59,Deaths - Age 60-69,Deaths - Age 70-79,Deaths - Age 80+,Deaths - Age Unknown,Deaths - Female,Deaths - Male,Deaths - Unknown Gender,Deaths - Latinx,Deaths - Asian Non-Latinx,Deaths - Black Non-Latinx,Deaths - White Non-Latinx,Deaths - Other Race Non-Latinx,Deaths - Unknown Race/Ethnicity,Hospitalizations - Age 0-17,Hospitalizations - Age 18-29,Hospitalizations - Age 30-39,Hospitalizations - Age 40-49,Hospitalizations - Age 50-59,Hospitalizations - Age 60-69,Hospitalizations - Age 70-79,Hospitalizations - Age 80+,Hospitalizations - Age Unknown,Hospitalizations - Female,Hospitalizations - Male,Hospitalizations - Unknown Gender,Hospitalizations - Latinx,Hospitalizations - Asian Non-Latinx,Hospitalizations - Black Non-Latinx,Hospitalizations - White Non-Latinx,Hospitalizations - Other Race Non-Latinx,Hospitalizations - Unknown Race/Ethnicity
06/04/2021,75,6,16,18,18,8,10,7,9,3,2,0,37,38,0,20,1,33,11,4,6,0,0,0,1,1,0,2,2,0,4,2,0,1,0,4,1,0,0,1,1,0,1,4,7,2,0,0,5,11,0,3,0,10,1,1,1
03/14/2021,183,4,18,24,55,36,32,17,14,5,0,0,87,96,0,39,11,33,66,17,17,0,0,0,0,0,2,1,1,0,2,2,0,1,0,2,1,0,0,1,1,3,1,4,5,2,1,0,8,10,0,1,0,11,4,1,1
10/16/2021,176,3,17,31,38,26,32,17,19,11,2,0,85,91,0,24,5,44,60,22,21,0,0,0,0,1,0,1,1,0,2,1,0,1,0,2,0,0,0,1,3,1,1,2,3,5,1,0,7,10,0,2,1,5,6,1,2
01/03/2021,648,20,63,73,180,131,82,73,60,31,18,0,326,321,1,166,41,126,227,20,68,0,0,0,1,0,4,7,8,0,10,10,0,9,2,5,4,0,0,1,6,1,8,5,14,16,12,0,29,34,0,18,4,26,13,1,1
12/21/2020,1465,26,92,172,300,270,272,192,115,84,60,0,737,721,7,530,71,273,360,64,167,0,0,0,1,2,5,8,10,0,14,12,0,9,1,10,6,0,0,1,5,6,8,20,13,19,20,0,42,50,0,23,4,38,20,2,5
09/23/2021,362,5,33,81,83,74,45,29,29,14,7,0,187,173,2,72,10,92,122,26,40,0,0,1,1,1,1,0,1,0,3,2,0,1,0,4,0,0,0,0,3,2,8,4,8,6,2,0,15,18,0,8,3,15,5,1,1
10/03/2021,203,4,26,44,41,36,23,27,19,9,4,0,102,101,0,34,6,55,79,8,21,0,0,0,0,1,2,0,1,0,0,4,0,1,0,1,2,0,0,0,4,2,3,4,3,8,2,0,15,11,0,3,1,14,6,1,1
09/17/2020,393,0,25,38,123,89,53,40,30,11,9,0,191,202,0,158,15,54,133,9,24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,2,4,6,6,1,2,0,9,16,0,8,1,5,9,1,1
03/03/2021,337,5,23,46,91,72,56,29,25,14,4,0,161,176,0,87,22,75,105,26,22,0,0,0,0,0,1,1,3,0,3,2,0,0,1,3,1,0,0,1,2,1,1,4,7,5,2,0,15,8,0,2,0,13,7,1,0
06/01/2020,234,21,63,21,51,35,32,35,17,17,26,0,137,97,0,95,8,58,46,8,19,0,0,0,1,2,4,4,10,0,12,9,0,6,1,10,4,0,0,2,3,11,7,9,7,11,13,0,28,35,0,19,1,28,13,0,2
02/19/2021,319,7,32,46,83,63,41,43,13,16,14,0,164,154,1,101,13,60,90,19,36,0,0,0,1,0,1,3,2,0,2,5,0,1,0,5,1,0,0,0,3,5,2,3,5,3,11,0,15,17,0,7,2,16,5,0,2
10/19/2021,323,1,7,79,60,64,42,30,28,14,6,0,185,137,1,44,9,60,104,38,68,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,2,0,2,0,2,1,0,0,6,1,0,0,0,4,1,1,1
04/03/2021,471,9,46,61,130,114,69,51,28,12,6,0,236,235,0,105,23,106,162,31,44,0,0,0,1,2,1,2,3,0,3,6,0,4,1,3,1,0,0,0,3,5,8,6,7,12,5,0,19,27,0,8,0,21,14,2,1
04/09/2020,575,25,150,9,83,102,103,129,74,40,35,0,259,316,0,187,24,219,95,24,26,0,0,0,0,3,7,5,10,0,13,12,0,5,1,14,5,0,0,2,5,12,17,34,32,28,20,0,64,85,1,31,6,80,28,4,1
08/17/2020,493,3,26,69,142,85,72,63,29,23,10,0,238,251,4,271,9,79,103,9,22,0,0,0,0,1,0,1,1,0,1,2,0,0,0,2,1,0,0,0,1,2,6,6,5,5,1,0,13,13,0,9,0,13,4,0,0
11/24/2020,1927,17,123,239,445,366,324,251,163,85,53,1,1020,899,8,698,68,370,453,88,250,0,0,0,1,1,3,8,4,0,2,15,0,3,1,8,5,0,0,2,4,7,13,22,30,18,27,0,58,65,0,36,6,51,25,2,3
02/15/2021,259,7,23,35,63,59,35,29,21,14,3,0,127,131,1,71,15,49,86,12,26,0,0,0,0,1,1,3,2,0,4,3,0,1,0,3,3,0,0,1,1,4,2,3,8,3,1,0,10,13,0,2,1,14,5,0,1
05/03/2020,466,45,138,10,97,78,76,81,66,31,27,0,214,252,0,236,9,121,50,15,35,0,0,0,2,4,13,13,13,0,20,25,0,20,0,16,9,0,0,2,10,18,16,27,22,21,22,0,62,76,0,67,1,43,18,8,1
01/25/2021,859,11,68,102,198,173,130,106,98,32,20,0,458,399,2,322,33,170,210,32,92,0,0,1,1,0,2,2,5,0,1,10,0,5,0,1,4,1,0,2,3,5,3,16,17,12,10,0,36,32,0,15,1,30,18,3,1
07/20/2021,188,3,14,33,47,50,27,17,7,5,2,0,99,89,0,28,8,56,56,10,30,0,0,0,0,2,0,1,0,0,1,2,0,0,0,3,0,0,0,0,3,1,3,2,1,2,2,0,7,7,0,5,0,6,1,2,0
03/18/2020,162,1,38,2,31,32,40,23,18,11,5,0,80,82,0,20,8,65,63,3,3,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,2,5,8,9,9,5,0,12,26,0,5,3,23,7,0,0
01/13/2021,1113,18,63,147,276,224,147,143,95,48,33,0,551,555,7,360,48,259,291,44,111,0,0,0,0,1,7,2,8,0,8,10,0,5,2,9,2,0,0,2,4,1,10,8,13,16,9,0,27,36,0,18,2,26,13,2,2
08/26/2020,388,3,35,48,126,82,44,44,23,12,9,0,196,191,1,199,6,42,103,16,22,0,0,0,1,0,0,1,1,0,0,3,0,1,0,1,1,0,0,1,4,4,3,8,5,5,5,0,21,14,0,16,1,7,6,4,1
05/12/2020,942,46,124,64,177,177,182,163,92,49,38,0,494,446,2,505,13,190,125,22,87,0,0,4,2,4,10,7,19,0,12,34,0,21,2,19,4,0,0,1,11,15,9,27,25,17,19,0,62,62,0,52,3,48,16,2,3
08/03/2021,436,1,14,58,137,102,51,37,34,11,6,0,225,209,2,88,16,101,152,12,67,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,2,3,1,2,2,2,2,0,5,9,0,1,0,6,6,1,0
07/29/2021,323,1,19,48,90,90,48,28,12,7,0,0,171,149,3,67,10,99,88,11,48,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,1,0,2,4,4,7,0,1,0,11,8,0,3,2,12,1,0,1
08/20/2021,563,4,30,87,143,133,78,51,36,24,11,0,283,276,4,116,25,121,188,22,91,0,0,1,0,1,0,2,0,0,2,2,0,0,0,2,2,0,0,0,3,3,8,6,3,5,2,0,13,17,0,7,0,19,3,0,1
03/20/2020,155,0,52,2,23,22,32,30,27,15,4,0,72,83,0,21,6,78,41,3,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,6,12,16,11,1,0,19,33,0,8,1,35,7,1,0
10/26/2020,1541,8,78,193,404,303,257,180,117,66,21,0,784,756,1,608,54,283,388,51,157,0,0,0,0,0,0,2,6,0,4,4,0,4,0,0,4,0,0,0,5,5,5,18,16,18,11,0,32,46,0,27,2,24,22,2,1
10/18/2020,347,1,48,30,84,90,58,43,21,16,5,0,171,174,2,84,13,61,144,12,33,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,6,3,7,7,9,10,5,0,21,27,0,19,0,12,14,2,1
10/01/2020,364,4,26,50,123,69,41,49,15,15,2,0,176,187,1,160,7,33,110,21,33,0,0,0,0,2,1,1,0,0,1,3,0,2,1,1,0,0,0,1,3,4,2,3,7,4,2,0,14,12,0,11,2,8,1,1,3
10/17/2021,199,7,10,38,41,49,25,18,12,10,6,0,116,83,0,25,11,33,80,19,31,0,0,1,1,0,1,3,1,0,1,6,0,1,1,4,1,0,0,1,1,1,0,3,2,0,2,0,6,4,0,1,0,6,2,0,1
05/15/2021,177,6,42,38,38,33,19,27,12,6,4,0,92,85,0,52,2,77,23,7,16,0,0,0,0,0,1,2,3,0,2,4,0,2,0,2,2,0,0,1,4,5,4,13,7,3,5,0,16,26,0,12,1,19,9,1,0
10/22/2021,292,2,,66,47,78,29,36,20,10,6,0,144,146,2,51,9,56,83,31,62,0,0,0,0,1,0,0,1,0,1,1,0,0,0,0,2,0,0,,,,,,,,,,,,,,,,,,
07/07/2021,73,2,6,17,18,16,13,4,3,2,0,0,50,22,1,18,3,17,18,3,14,0,0,0,1,0,0,0,1,0,1,1,0,2,0,0,0,0,0,0,0,1,1,0,1,2,1,0,4,2,0,0,0,3,3,0,0
04/12/2021,864,5,58,138,203,185,144,95,61,29,9,0,422,441,1,235,20,306,192,26,85,0,0,0,0,3,1,0,1,0,0,5,0,2,0,2,1,0,0,2,5,4,6,12,7,15,7,0,28,30,0,14,0,29,11,3,1
04/13/2021,677,4,52,81,199,141,112,89,30,13,12,0,368,306,3,166,23,228,163,25,72,0,0,0,0,1,0,1,2,0,0,4,0,0,0,3,1,0,0,0,7,8,5,14,7,6,5,0,28,24,0,5,3,36,6,2,0
09/21/2021,463,6,36,119,95,80,65,48,30,18,8,0,241,215,7,87,15,138,135,31,57,0,0,0,1,1,1,1,2,0,0,6,0,0,0,4,2,0,0,0,3,3,6,5,10,4,5,0,17,19,0,6,0,21,6,1,2
07/28/2021,348,3,27,41,106,92,50,36,11,10,2,0,174,173,1,75,16,90,97,12,58,0,0,0,1,0,1,1,0,0,1,2,0,1,0,2,0,0,0,1,4,4,6,7,2,3,0,0,12,15,0,5,0,18,4,0,0
04/24/2021,412,10,46,75,84,96,62,49,29,12,5,0,229,183,0,117,16,139,79,15,46,0,0,0,0,2,4,2,2,0,4,6,0,4,0,2,4,0,0,1,3,7,14,6,7,2,6,0,27,19,0,8,0,27,8,1,2
09/28/2021,382,4,20,84,83,85,39,39,32,12,8,0,212,169,1,63,14,110,122,27,46,0,0,0,0,0,0,1,3,0,3,1,0,0,0,1,3,0,0,1,1,3,3,2,5,1,4,0,13,7,0,3,0,11,4,1,1
04/28/2021,574,5,49,85,145,130,95,68,28,13,10,0,304,269,1,164,28,200,102,20,60,0,0,0,1,2,0,1,1,0,1,4,0,0,2,2,1,0,0,2,4,7,8,8,8,4,8,0,18,31,0,7,1,27,9,3,2
06/26/2020,219,13,29,18,60,49,29,26,17,11,9,0,120,98,1,74,6,53,58,5,23,0,0,1,2,0,0,4,6,0,6,7,0,1,0,5,7,0,0,2,0,3,2,5,8,4,5,0,11,17,1,6,2,15,3,1,2
01/08/2021,1206,18,48,159,328,215,167,152,109,48,28,0,614,591,1,437,44,252,301,58,114,0,0,1,2,1,4,6,4,0,10,8,0,4,3,7,3,0,1,2,0,3,7,13,10,5,8,0,25,23,0,14,2,22,9,1,0
10/13/2020,880,5,31,90,253,194,134,108,58,24,19,0,448,429,3,394,18,126,232,36,74,0,0,0,0,0,2,2,1,0,1,4,0,1,0,3,1,0,0,2,3,3,6,5,7,2,3,0,16,15,0,10,1,7,9,3,1
12/24/2020,621,21,49,69,129,129,82,85,66,32,29,0,303,313,5,174,28,115,206,25,73,0,0,0,0,0,7,5,9,0,8,13,0,6,2,9,4,0,0,2,1,3,8,6,9,8,12,0,23,26,0,15,2,17,14,1,0
07/01/2020,266,13,22,17,98,51,32,27,25,6,10,0,155,111,0,95,2,70,73,3,23,0,0,0,3,2,2,2,4,0,5,8,0,6,0,4,3,0,0,1,1,0,4,5,4,3,4,0,11,11,0,5,1,11,4,0,1
06/12/2021,46,5,9,5,13,13,3,7,1,2,2,0,18,28,0,10,1,13,11,2,9,0,0,0,0,1,1,2,1,0,5,0,0,2,1,0,2,0,0,0,0,2,3,1,0,1,2,0,4,5,0,4,0,4,1,0,0
03/07/2021,173,4,12,16,43,39,32,24,11,5,3,0,84,88,1,48,16,28,62,11,8,0,0,0,0,1,1,0,2,0,2,2,0,0,0,2,2,0,0,1,0,2,1,2,0,3,3,0,6,6,0,9,1,1,1,0,0
10/19/2020,1166,3,51,151,274,251,162,169,96,43,20,0,597,568,1,471,36,212,299,39,109,0,0,0,0,0,2,1,0,0,1,2,0,1,0,1,1,0,0,2,2,1,7,14,8,10,7,0,26,25,0,13,1,17,17,1,2
09/16/2021,466,6,33,95,114,111,52,48,23,20,3,0,243,221,2,79,20,118,148,37,64,0,0,1,1,1,2,0,1,0,1,5,0,3,0,2,1,0,0,0,2,5,2,8,8,7,1,0,16,17,0,6,0,18,8,1,0
07/16/2020,297,2,28,27,88,67,43,31,22,10,9,0,157,140,0,107,5,83,61,10,31,0,0,0,0,0,0,1,1,0,0,2,0,0,1,0,1,0,0,0,8,2,5,4,3,4,2,0,14,14,0,9,1,13,4,0,1
04/04/2020,327,22,159,2,34,39,61,70,63,33,25,0,153,174,0,72,15,153,48,15,24,0,0,0,3,4,4,4,7,0,13,9,0,3,0,14,4,1,0,0,4,11,22,33,44,24,21,0,77,82,0,40,10,78,24,6,1
07/30/2021,355,2,18,52,111,68,48,48,15,10,3,0,164,191,0,72,7,90,119,12,55,0,0,0,0,0,0,2,0,0,1,1,0,0,0,2,0,0,0,0,3,1,1,4,5,1,3,0,6,12,0,3,2,8,5,0,0
05/13/2021,316,8,45,64,69,50,56,38,31,5,3,0,180,136,0,69,5,148,45,5,44,0,0,0,0,1,5,1,1,0,6,2,0,0,0,5,3,0,0,3,7,4,5,8,13,5,0,0,19,26,0,6,1,33,2,0,3
09/04/2021,334,5,32,68,70,69,50,35,32,7,3,0,180,153,1,55,14,106,89,19,51,0,0,1,0,0,1,2,1,0,0,5,0,2,0,2,1,0,0,0,4,5,3,10,6,2,2,0,25,7,0,8,1,16,6,0,1
06/27/2020,130,5,15,11,41,21,23,14,10,7,3,0,64,66,0,45,5,36,27,4,13,0,0,0,0,0,1,2,2,0,4,1,0,1,0,3,1,0,0,1,4,0,2,1,4,0,3,0,9,6,0,8,0,6,1,0,0
08/16/2020,120,3,18,10,40,28,9,15,10,6,1,1,56,62,2,29,6,20,50,7,8,0,0,1,0,1,0,1,0,0,2,1,0,0,0,1,2,0,0,0,6,0,1,2,5,1,3,0,12,5,1,9,1,6,2,0,0
12/02/2020,2051,35,107,215,514,409,304,300,182,77,50,0,1070,976,5,835,89,355,475,64,233,0,1,0,1,6,5,8,14,0,19,16,0,13,3,13,4,2,0,1,5,7,17,11,18,21,27,0,53,54,0,26,1,44,31,3,2
07/23/2021,241,3,19,41,60,67,28,19,14,8,4,0,132,109,0,49,4,67,71,11,39,0,0,0,0,0,2,1,0,0,1,2,0,0,0,3,0,0,0,0,5,3,3,4,0,3,1,0,10,9,0,5,0,8,4,1,1
09/14/2021,492,5,32,136,107,99,60,47,26,12,5,0,247,244,1,84,21,116,120,59,92,0,1,1,0,1,0,1,1,0,2,3,0,2,0,2,1,0,0,0,0,4,7,2,6,8,5,0,19,13,0,6,1,20,5,0,0
10/26/2021,3,0,,0,1,2,0,0,0,0,0,0,2,1,0,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,
01/11/2021,1354,16,83,187,334,267,211,171,104,48,32,0,693,658,3,483,65,250,337,56,163,0,0,0,0,0,2,5,9,0,6,10,0,5,2,4,5,0,0,2,2,6,7,15,20,14,17,0,38,45,0,17,5,46,12,3,0
